anime_name,score,play_count,follow_count,release_time,cover_url
搞怪兄弟弗拉德与尼基 中文配音,8.5,0.0万,7572追番,全50话,https://i0.hdslb.com/bfs/bangumi/image/f6d681e2d84c080d62181b31652946cfb99ea85b.jpg@240w_321h.webp
宇宙战舰大和号 新的旅程,8.5,0.0万,7568追番,全1话,https://i0.hdslb.com/bfs/bangumi/a70bbe0e70ce7f8c4d1838bfca03141a8c52e646.jpg@240w_321h.webp
和殿下一起～眼罩之野心～,8.5,0.0万,7537追番,全12话,https://i0.hdslb.com/bfs/bangumi/dc5955c68fb1e52f0b423abd88fdc018a766ea9e.jpg@240w_321h.webp
盖比的娃娃屋 第二季 中文配音,8.5,0.0万,7536追番,全14话,https://i0.hdslb.com/bfs/bangumi/image/0390f12fbf1ffe663cea913b4c17efe6a19deb30.png@240w_321h.webp
芭比之二人搭档 中文配音,8.5,0.0万,7510追番,全26话,https://i0.hdslb.com/bfs/bangumi/image/19a69f1acf2c63e452397ce2496a1c62e4b14a6b.png@240w_321h.webp
银河四驱车,8.5,0.0万,7489追番,全52话,https://i0.hdslb.com/bfs/bangumi/b30aedb122b6a14b2fe2fcad5e3a23f8eab832be.jpg@240w_321h.webp
科学小飞侠II（1978）,8.5,0.0万,7435追番,全52话,https://i0.hdslb.com/bfs/bangumi/228b941993b6cddfaae7962f0063d4da60c4b251.jpg@240w_321h.webp
少年骇客 第三季,8.5,0.0万,7422追番,全13话,https://i0.hdslb.com/bfs/bangumi/image/f8c17c2a36409dac38fc7603733a103ec5d87c64.png@240w_321h.webp
米奇欢笑多 第5季,8.5,0.0万,7409追番,全18话,https://i0.hdslb.com/bfs/bangumi/image/1c4c8e14b4f9648f0a25179294cabd50e8458404.png@240w_321h.webp
星界的战旗 TV版 星界的战旗I,8.5,0.0万,7399追番,全13话,https://i0.hdslb.com/bfs/bangumi/a6df697213ffbce69dff8b14b22851b66804b722.jpg@240w_321h.webp
快乐七人组,8.5,0.0万,7298追番,全13话,https://i0.hdslb.com/bfs/bangumi/452b544179e32d1a1f872fa151b4e9a1c323fadb.jpg@240w_321h.webp
玛丽莫之花~最强武斗派小学生传说~,8.5,0.0万,7275追番,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
全力兔子,8.5,0.0万,7258追番,全52话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
螺丝钉 第四季,8.5,0.0万,7253追番,全26话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
爆TECH！爆丸,8.5,0.0万,7223追番,全51话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
憨豆先生动画版 第四季,8.5,0.0万,7204追番,全52话,https://i0.hdslb.com/bfs/bangumi/image/789777b5a79ce09c61a9b54fb3e27fc2f8601a47.jpg@240w_321h.webp
飞天小女警 第三季,8.5,0.0万,7168追番,全26话,https://i0.hdslb.com/bfs/bangumi/image/2648f2da00e84764e8962174913d875a02095830.png@240w_321h.webp
芭比之非凡公主 中文配音,8.5,0.0万,7148追番,全1话,https://i0.hdslb.com/bfs/bangumi/image/527d2015a8537375819c57bbd14f5b86ec4f1150.png@240w_321h.webp
神秘的世界EL-HAZARD OVA,8.5,0.0万,7127追番,全7话,https://i0.hdslb.com/bfs/bangumi/601a61986d66e718400e15e28a890c6a447d2cb9.jpg@240w_321h.webp
啄木鸟伍迪 第一季,8.5,0.0万,7106追番,全13话,https://i0.hdslb.com/bfs/bangumi/image/1c7c06a0e78237f2c3396f2a50740a5a9c36bdf4.jpg@240w_321h.webp
宇宙战舰大和号 完结篇,8.5,0.0万,7095追番,全1话,https://i0.hdslb.com/bfs/bangumi/b83bb70ef9291b5f5b9d4b4721a9ff848f31fc36.jpg@240w_321h.webp
嗨！道奇 第三季 中文配音,8.5,0.0万,7046追番,全52话,https://i0.hdslb.com/bfs/bangumi/image/6f650037db4ef3528b043fd1b5335f9f3ff3d0a5.png@240w_321h.webp
格斗美神·武龙,8.5,0.0万,7028追番,全25话,https://i0.hdslb.com/bfs/bangumi/163f548394b57e43e0183153ac1791c58d5d2349.jpg@240w_321h.webp
星梦手记 广播节目,8.5,0.0万,7023追番,全20话,https://i0.hdslb.com/bfs/bangumi/f14a1c063b90df14ac108bf40d306e1482575601.jpg@240w_321h.webp
欧布奥特曼 英雄传（中配）,8.5,0.0万,6992追番,全26话,https://i0.hdslb.com/bfs/bangumi/image/3d7a255482d24b944b08aaa5490f59cea386e726.png@240w_321h.webp
莉莉和青蛙和弟弟,8.5,0.0万,6982追番,全1话,https://i0.hdslb.com/bfs/bangumi/df6c998a761307de87368d2825a73beb321c6069.jpg@240w_321h.webp
微星小超人,8.5,0.0万,6972追番,全52话,https://i0.hdslb.com/bfs/bangumi/2dfa7c9b695aef16a8e64b59aec620a60f5a92a9.jpg@240w_321h.webp
病毒,8.5,0.0万,6970追番,全12话,https://i0.hdslb.com/bfs/bangumi/ae2c7a8952489d1c345c31d2b7d5890732ee0103.jpg@240w_321h.webp
裸狼,8.5,0.0万,6960追番,全52话,https://i0.hdslb.com/bfs/bangumi/0a63c088220f699415059ff3fea059fd38d060d5.jpg@240w_321h.webp
黏黏糊糊!!角质君 第2期,8.5,0.0万,6950追番,全13话,https://i0.hdslb.com/bfs/bangumi/fca246452fee7abfe9e285b9b059f9e88c02efdf.jpg@240w_321h.webp
米奇欢笑多 第2季,8.5,0.0万,6937追番,全20话,https://i0.hdslb.com/bfs/bangumi/image/bf1e50bf8b1bcdb1bcd10d144c5649e92d844661.png@240w_321h.webp
猪猪秀 第三季,8.5,0.0万,6849追番,全34话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
闪电十一人GO 究极之绊 狮鹫兽,8.5,0.0万,6842追番,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
科学小飞侠F（1979）,8.5,0.0万,6839追番,全48话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
仙乐传说 世界统合篇,8.5,0.0万,6819追番,全3话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
剧场版 假面骑士时王 超越时间（中配）,8.5,0.0万,6796追番,全1话,https://i0.hdslb.com/bfs/bangumi/image/3931c4697a25fd1742203c04cfa8f59b3568b677.png@240w_321h.webp
星梦手记 生放送,8.5,0.0万,6782追番,全5话,https://i0.hdslb.com/bfs/bangumi/f14a1c063b90df14ac108bf40d306e1482575601.jpg@240w_321h.webp
怪侠佐罗利 第一季,8.5,0.0万,6768追番,全52话,https://i0.hdslb.com/bfs/bangumi/15c32abd6c09ce27ce453ff569335c97e0780a75.jpg@240w_321h.webp
嗨！道奇 第二季 中文配音,8.5,0.0万,6760追番,全52话,https://i0.hdslb.com/bfs/bangumi/image/21c01fb9c7155aa4e04be5db1ceb5cf098dcff20.png@240w_321h.webp
幸福之祈祷,8.5,0.0万,6729追番,全1话,https://i0.hdslb.com/bfs/bangumi/b58a272f922681bef294027b308899fc5b1eee54.jpg@240w_321h.webp
GR铁甲人,8.5,0.0万,6726追番,全13话,https://i0.hdslb.com/bfs/bangumi/9374d860e420be6383a0134822f143c60d5e6353.jpg@240w_321h.webp
魔术士奥芬 -Revenge-,8.5,0.0万,6726追番,全23话,https://i0.hdslb.com/bfs/bangumi/e4716cae7f94544d5d8c1701dc0221f9dba815b4.jpg@240w_321h.webp
托马斯和他的朋友们 第二十五季（上）（中文配音）,8.5,0.0万,6705追番,全26话,https://i0.hdslb.com/bfs/bangumi/image/fd6b0ed8c0c18c6481ea75984c7e04f7741ecf30.png@240w_321h.webp
香菜酱和她的亲人们,8.5,0.0万,6687追番,全1话,https://i0.hdslb.com/bfs/bangumi/17dd31be19a1e4e04cf74a123b28893dcef3fa72.jpg@240w_321h.webp
幻梦战记莉达,8.5,0.0万,6668追番,全1话,https://i0.hdslb.com/bfs/bangumi/cec126ab6f2f42047109e454f1156e8ae7116c43.jpg@240w_321h.webp
女棒甲子园,8.5,0.0万,6666追番,全26话,https://i0.hdslb.com/bfs/bangumi/4485940f92148b0f5d6161eb13e25cd024732ece.jpg@240w_321h.webp
面包咪咪,8.5,0.0万,6664追番,全5话,https://i0.hdslb.com/bfs/bangumi/a7951adf2d78dba4648ba93653778bc2d958548f.jpg@240w_321h.webp
地下巧克力 我们的巧克力战争,8.5,0.0万,6647追番,全1话,https://i0.hdslb.com/bfs/bangumi/cdd555ee9a2875b508b39b1ec02290dc91e79b94.jpg@240w_321h.webp
激斗战车（中文）,8.5,0.0万,6641追番,全50话,https://i0.hdslb.com/bfs/bangumi/9efee02c999c54ce7dd832f36fe541a657c4f07f.jpg@240w_321h.webp
幻想叙谭艾尔西亚,8.5,0.0万,6618追番,全4话,https://i0.hdslb.com/bfs/bangumi/bd1dcc5011b976f4d708ce75911c6a4c584ac45e.jpg@240w_321h.webp
铁人28号 白昼之残月,8.5,0.0万,6601追番,全1话,https://i0.hdslb.com/bfs/bangumi/bf5a126932c7a7e4cf134189b644568fb4e0c1d2.jpg@240w_321h.webp
动画版蜘蛛侠,8.5,0.0万,6564追番,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
超时空骑团,8.5,0.0万,6562追番,全23话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
海底小纵队 第九季 英文版,8.5,0.0万,6531追番,全26话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
铃铛猫娘 暑假特别篇,8.5,0.0万,6526追番,全4话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
艾莲娜公主 第一季 中文配音,8.5,0.0万,6516追番,全26话,https://i0.hdslb.com/bfs/bangumi/image/0fda4f3973bb14e9cb6625e86bc28488802ba4b0.png@240w_321h.webp
樱桃小丸子 第五季 上（中配）,8.5,0.0万,6504追番,全13话,https://i0.hdslb.com/bfs/bangumi/image/168fde129422b6a8f217bc1f74c5c718fdc37cf2.png@240w_321h.webp
奇奇与蒂蒂：开心乐园 第一季,8.5,0.0万,6485追番,全12话,https://i0.hdslb.com/bfs/bangumi/image/3b766908da2c08547392cc6decc94818ed7f5332.png@240w_321h.webp
樱桃小丸子 第四季 下,8.5,0.0万,6456追番,全73话,https://i0.hdslb.com/bfs/bangumi/image/f23067ca67d515662bc878ffdb39f06d3228c71c.png@240w_321h.webp
啄木鸟伍迪 第一季 中文配音,8.5,0.0万,6420追番,全13话,https://i0.hdslb.com/bfs/bangumi/image/1c7c06a0e78237f2c3396f2a50740a5a9c36bdf4.jpg@240w_321h.webp
忍者龟 风云再起 中文配音,8.5,0.0万,6397追番,全26话,https://i0.hdslb.com/bfs/bangumi/image/e8e3e285f5ea355355b4d862c893e33f1e061212.png@240w_321h.webp
芭比之狗狗大冒险 中文配音,8.5,0.0万,6391追番,全1话,https://i0.hdslb.com/bfs/bangumi/image/785c0fbbe1418b6801e69c3baa82177d64bdd8f7.png@240w_321h.webp
小彼索,8.5,0.0万,6362追番,全12话,https://i0.hdslb.com/bfs/bangumi/image/46a7eb8339446c19a11a6c330896223583a0a86c.png@240w_321h.webp
银河天使Z,8.5,0.0万,6349追番,全18话,https://i0.hdslb.com/bfs/bangumi/0704c63ca7118d521b4472ba90d70296ae4f5440.jpg@240w_321h.webp
小怪兽成长日记 蹒跚学步,8.5,0.0万,6346追番,全26话,https://i0.hdslb.com/bfs/bangumi/image/6352addaa00c91c3bbc99f8c7187589c2598de18.png@240w_321h.webp
我是国王,8.5,0.0万,6260追番,全12话,https://i0.hdslb.com/bfs/bangumi/dcc0477344d1797b203789ad3d970f4030b1a50b.jpg@240w_321h.webp
鼠来宝(第三季）,8.5,0.0万,6255追番,全52话,https://i0.hdslb.com/bfs/bangumi/image/e2425e06a06781ce1fffb6f19e709ac4eda3f7ad.jpg@240w_321h.webp
希曼的新冒险,8.5,0.0万,6238追番,全65话,https://i0.hdslb.com/bfs/bangumi/dc7b4f48aa2a6cf92d6b7c90aae7575b485db314.jpg@240w_321h.webp
飞天小女警 第四季,8.5,0.0万,6223追番,全20话,https://i0.hdslb.com/bfs/bangumi/image/2648f2da00e84764e8962174913d875a02095830.png@240w_321h.webp
姆明山谷 第一季 中文配音,8.5,0.0万,6220追番,全26话,https://i0.hdslb.com/bfs/bangumi/image/50241547d166df0e069f80a73f987cf1d00d3f63.jpg@240w_321h.webp
米奇欢笑多 第5季 中文配音,8.5,0.0万,6190追番,全18话,https://i0.hdslb.com/bfs/bangumi/image/1c4c8e14b4f9648f0a25179294cabd50e8458404.png@240w_321h.webp
苍之流星SPT雷兹纳,8.5,0.0万,6156追番,全38话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
忍者龟 第五季,8.5,0.0万,6140追番,全20话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
决斗大师VS,8.5,0.0万,6102追番,全49话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
小黄人特辑2,8.5,0.0万,6099追番,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
憨豆先生动画版 第四季 中文配音,8.5,0.0万,6065追番,全52话,https://i0.hdslb.com/bfs/bangumi/image/789777b5a79ce09c61a9b54fb3e27fc2f8601a47.jpg@240w_321h.webp
小美人鱼 中文配音,8.5,0.0万,6053追番,全13话,https://i0.hdslb.com/bfs/bangumi/image/0fbe762976cf427c3cd2582acc053501a84c22db.png@240w_321h.webp
高斯奥特曼VS杰斯提斯奥特曼 最终决战（中配）,8.5,0.0万,6021追番,全1话,https://i0.hdslb.com/bfs/bangumi/image/53f64abb7ed0a826523f2e7ea7b327165bd4b01d.png@240w_321h.webp
小怪兽成长日记 蹒跚学步 第二季,8.5,0.0万,6009追番,全26话,https://i0.hdslb.com/bfs/bangumi/image/23bc7a827c4edce74bbf90f3eea28d54b7589163.jpg@240w_321h.webp
嗨！道奇 第四季（下）,8.5,0.0万,5939追番,全20话,https://i0.hdslb.com/bfs/bangumi/image/0a4dd2ddfbf9cc7350f9e59452c024375be55ad3.png@240w_321h.webp
假面骑士时王 下一刻 王权盖茨（中配）,8.5,0.0万,5920追番,全1话,https://i0.hdslb.com/bfs/bangumi/image/3531c360c0321b6706f5597327560417129f9cba.png@240w_321h.webp
伊甸少年,8.5,0.0万,5905追番,全26话,https://i0.hdslb.com/bfs/bangumi/df4cf2907fc25c599542c4d538eee82c62554d2f.jpg@240w_321h.webp
怪力少女,8.5,0.0万,5894追番,全2话,https://i0.hdslb.com/bfs/bangumi/0b4bbe4ba77af18d9b2b7266f5ee2dc1189d89d8.jpg@240w_321h.webp
米奇妙妙世界 第一季 中文配音,8.5,0.0万,5865追番,全20话,https://i0.hdslb.com/bfs/bangumi/image/d8485094e44845ebc634533ed50294c406af5f1d.png@240w_321h.webp
闪电十一人 最强军团王牙来袭,8.5,0.0万,5804追番,全1话,https://i0.hdslb.com/bfs/bangumi/90e817e8d709e641b47492e1c4bfe237f3b6cc10.jpg@240w_321h.webp
小羊肖恩 第二季,8.5,0.0万,5798追番,全40话,https://i0.hdslb.com/bfs/bangumi/image/f27f3e4b5e551581b23f17f401daaa9d34a42ef6.png@240w_321h.webp
樱桃小丸子 第五季 上,8.5,0.0万,5791追番,全13话,https://i0.hdslb.com/bfs/bangumi/image/168fde129422b6a8f217bc1f74c5c718fdc37cf2.png@240w_321h.webp
机械女神R,8.5,0.0万,5766追番,全3话,https://i0.hdslb.com/bfs/bangumi/7b6d7abcd6e3afbea312f532400d04bed5a88225.jpg@240w_321h.webp
剧场传说,8.5,0.0万,5765追番,全5话,https://i0.hdslb.com/bfs/bangumi/e34587034d03fdd155f8682aeb9b725634986b75.jpg@240w_321h.webp
机械女神J to X,8.5,0.0万,5763追番,全26话,https://i0.hdslb.com/bfs/bangumi/1e533890a83e909cf5a1caa1b5daf68f3592a405.jpg@240w_321h.webp
未来童话,8.5,0.0万,5762追番,全13话,https://i0.hdslb.com/bfs/bangumi/image/747303e6071cffb93edb6963513dc177f31ad84e.png@240w_321h.webp
玻璃兔,8.5,0.0万,5754追番,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
驰风！赛艇王,8.5,0.0万,5716追番,全25话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
虽然是玻璃假面 2013版,8.5,0.0万,5711追番,全17话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
直白标题机器人动画,8.5,0.0万,5709追番,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
时空转抄纳斯卡,8.5,0.0万,5707追番,全12话,https://i0.hdslb.com/bfs/bangumi/6df6302a191aefb2307b56880befaba5f4d76b68.jpg@240w_321h.webp
米奇欢笑多 第3季,8.5,0.0万,5698追番,全16话,https://i0.hdslb.com/bfs/bangumi/image/9ac716ee8a1a9170ba73cb8351a6c6d5896090de.png@240w_321h.webp
科学小飞侠 THE MOVIE,8.5,0.0万,5690追番,全1话,https://i0.hdslb.com/bfs/bangumi/3dc090907d69e93be54a1390c6474c39be47c7fb.jpg@240w_321h.webp
仙乐传说 迪赛雅兰篇,8.5,0.0万,5631追番,全4话,https://i0.hdslb.com/bfs/bangumi/a114f6bdacdee9e3e5aee2cd2ab3b4b2a1a0ff7a.jpg@240w_321h.webp
我要上太空,8.5,0.0万,5608追番,全20话,https://i0.hdslb.com/bfs/bangumi/2abe9a2e9b5ee77aa8c700b33941e0c4d86ba3e3.jpg@240w_321h.webp
米奇妙妙车队 第一季 中文配音,8.5,0.0万,5597追番,全25话,https://i0.hdslb.com/bfs/bangumi/image/704b53308ecb2dbe4d9f7ae3b95350e1d89c9032.png@240w_321h.webp
铃铛猫娘 新年特别篇,8.5,0.0万,5568追番,全2话,https://i0.hdslb.com/bfs/bangumi/0c7d6edeea5728ad48520a4ba958e8428f1fc48d.jpg@240w_321h.webp
天线宝宝：准备出发,8.5,0.0万,5563追番,全10话,https://i0.hdslb.com/bfs/bangumi/image/e84ae22ffd6ecb05353cd463122064a828376a14.png@240w_321h.webp
米奇妙妙春日,8.5,0.0万,5552追番,全1话,https://i0.hdslb.com/bfs/bangumi/image/587fc8afd6f8617ea86e1a4996527cdaba0de65a.png@240w_321h.webp
巴塔说 第二季,8.5,0.0万,5541追番,全12话,https://i0.hdslb.com/bfs/bangumi/image/40377db0cde69bbcce445082febdccdba19e7103.png@240w_321h.webp
灵犬雪丽,8.5,0.0万,5536追番,全52话,https://i0.hdslb.com/bfs/bangumi/6fc2db0eabc246852d5bc892a7124f0128dcd7ab.jpg@240w_321h.webp
奥特格斗 维克特利（中配）,8.5,0.0万,5502追番,全1话,https://i0.hdslb.com/bfs/bangumi/image/3c0b44c169f60de6ab9afc5e84e83aace7cbedf1.png@240w_321h.webp
啄木鸟伍迪 第三季 中文配音,8.5,0.0万,5495追番,全14话,https://i0.hdslb.com/bfs/bangumi/image/c25c91c7e79a75e6e953ffe29a91e704b85c3a70.jpg@240w_321h.webp
芭比之星际大冒险 中文配音,8.5,0.0万,5491追番,全1话,https://i0.hdslb.com/bfs/bangumi/image/0a5f0b88c95264b4c062696ea5146100370aed87.png@240w_321h.webp
永远的大和号,8.5,0.0万,5466追番,全1话,https://i0.hdslb.com/bfs/bangumi/dc673216599d962315df61fb78806c6c5c30bace.jpg@240w_321h.webp
啄木鸟伍迪 第二季 中文配音,8.5,0.0万,5461追番,全13话,https://i0.hdslb.com/bfs/bangumi/image/863002817ca19d73b7ebeb8fb7d4bb87360e449f.jpg@240w_321h.webp
啄木鸟伍迪 第四季 中文配音,8.5,0.0万,5442追番,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
米奇欢笑多 第4季,8.5,0.0万,5432追番,全17话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
银河战国群雄传,8.5,0.0万,5429追番,全52话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
野良耳,8.5,0.0万,5426追番,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
托马斯和他的朋友们 第十九季,8.5,0.0万,5402追番,全26话,https://i0.hdslb.com/bfs/bangumi/image/4ce3032266d6871d7c9b75941727a03e0bf7d537.png@240w_321h.webp
波波罗古洛伊斯物语,8.5,0.0万,5394追番,全25话,https://i0.hdslb.com/bfs/bangumi/eca7755aeb723874fc8fb9c653d5c81fdc31b9e1.jpg@240w_321h.webp
飞天小女警 第五季,8.5,0.0万,5388追番,全34话,https://i0.hdslb.com/bfs/bangumi/image/2648f2da00e84764e8962174913d875a02095830.png@240w_321h.webp
雪之女王,8.5,0.0万,5369追番,全39话,https://i0.hdslb.com/bfs/bangumi/2459df5bc2761cf1da0f0d07601c18fd0f63c755.jpg@240w_321h.webp
米奇欢笑多 第2季 中文配音,8.5,0.0万,5361追番,全20话,https://i0.hdslb.com/bfs/bangumi/image/bf1e50bf8b1bcdb1bcd10d144c5649e92d844661.png@240w_321h.webp
团团奇米莫（中配版）,8.5,0.0万,5347追番,全24话,https://i0.hdslb.com/bfs/bangumi/image/f63436b4595072c7e80f59af58c2482af7abbfe3.jpg@240w_321h.webp
Yakka Dee 开口说英语 第一季 中文配音,8.5,0.0万,5346追番,全20话,https://i0.hdslb.com/bfs/bangumi/image/568954edd5ca5fa38e46192767cc7c7fbe9e5860.jpg@240w_321h.webp
少年桑塔的大冒险,8.5,0.0万,5343追番,全24话,https://i0.hdslb.com/bfs/bangumi/a75cf67b343b00717ef4a23e0698c0d2e246a584.png@240w_321h.webp
Yakka Dee 开口说英语 第三季,8.5,0.0万,5314追番,全20话,https://i0.hdslb.com/bfs/bangumi/image/bff7b73ff8f451156cd04e3157773b76edb9e174.jpg@240w_321h.webp
零秒出手 第二季,8.5,0.0万,5301追番,全13话,https://i0.hdslb.com/bfs/bangumi/891733b996ef3c09231599fb97d1d478b20895f9.jpg@240w_321h.webp
魔法阵都市 剧场版 上篇,8.5,0.0万,5296追番,全1话,https://i0.hdslb.com/bfs/bangumi/c245b5f1450ad0da8823b48dba6bbde5ba36ee6a.jpg@240w_321h.webp
银河冒险战记 胎动篇,8.5,0.0万,5294追番,全1话,https://i0.hdslb.com/bfs/bangumi/fe06d14faa0387c257a7d1a6e9f01240be957972.jpg@240w_321h.webp
宝贝老板: 宝宝归来 第二季,8.5,0.0万,5291追番,全23话,https://i0.hdslb.com/bfs/bangumi/image/0c5df2624fb1ebdd9ae2116a978b91643194cb05.jpg@240w_321h.webp
先驱少女的日常茶饭事,8.5,0.0万,5290追番,全5话,https://i0.hdslb.com/bfs/bangumi/3cb73b25c0e8b14ee31ce35dadda28fe8ca724ce.jpg@240w_321h.webp
宇宙大师：启示录(中配),8.5,0.0万,5281追番,全10话,https://i0.hdslb.com/bfs/bangumi/image/cfe4173d05c7cf18caace08a7e6d6811e4437a62.png@240w_321h.webp
樱桃小丸子 第五季 下,8.5,0.0万,5273追番,全11话,https://i0.hdslb.com/bfs/bangumi/image/168fde129422b6a8f217bc1f74c5c718fdc37cf2.png@240w_321h.webp
辛巴达 真昼之夜与不可思议之门,8.5,0.0万,5257追番,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
钢铁杰克,8.5,0.0万,5251追番,全46话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
风－心之呼吸 OVA,8.5,0.0万,5240追番,全3话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
热血人面犬,8.5,0.0万,5233追番,全3话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
小羊驼拉玛 中文配音,8.5,0.0万,5228追番,全50话,https://i0.hdslb.com/bfs/bangumi/image/d1d6043ac0c037462f15720f45dda98682259bce.png@240w_321h.webp
金属对决 战斗陀螺 ZERO G,8.5,0.0万,5225追番,全38话,https://i0.hdslb.com/bfs/bangumi/d0063b8264c812211ec48bb3022c21a9ba6709fe.jpg@240w_321h.webp
咬屁屁虫 第一季,8.5,0.0万,5207追番,全20话,https://i0.hdslb.com/bfs/bangumi/89ab4b1ddd31ec3a2edfad3d751e795d12b18233.jpg@240w_321h.webp
我是格鲁特 中文配音,8.5,0.0万,5198追番,全5话,https://i0.hdslb.com/bfs/bangumi/image/9508f1d15c1e44301ee4109274cc7f0782939e14.png@240w_321h.webp
团地友夫,8.5,0.0万,5198追番,全79话,https://i0.hdslb.com/bfs/bangumi/8fcf6957eefc7f61ffc7f3d60a08b6984c898e00.jpg@240w_321h.webp
立食师列传,8.5,0.0万,5197追番,全1话,https://i0.hdslb.com/bfs/bangumi/ebb9c218bee13d8fa069ebc1b681fab7de76f25c.jpg@240w_321h.webp
惊喜娃娃 惊喜之家,8.5,0.0万,5194追番,全20话,https://i0.hdslb.com/bfs/bangumi/image/bc4bbde82ca6405c2b2664b28bf82194df4053f8.jpg@240w_321h.webp
Doamaiger D,8.5,0.0万,5182追番,全13话,https://i0.hdslb.com/bfs/bangumi/125374c3c9ce53dad3831d73ba0ad644ae04a145.jpg@240w_321h.webp
芭比之海豚魔法 中文配音,8.5,0.0万,5173追番,全1话,https://i0.hdslb.com/bfs/bangumi/image/0aad918ddfb3eb3683111128f21b64401efb7382.png@240w_321h.webp
丁丁历险记 第二季,8.5,0.0万,5153追番,全13话,https://i0.hdslb.com/bfs/bangumi/image/c7df36e6cf15a63685d205628fd183181d678c5a.jpg@240w_321h.webp
银河冒险战记 激斗篇,8.5,0.0万,5130追番,全1话,https://i0.hdslb.com/bfs/bangumi/fbcb74b7d54d4c535c583ce0666e040283750451.jpg@240w_321h.webp
蝙蝠侠动画系列 第一季 中文配音,8.5,0.0万,5109追番,全65话,https://i0.hdslb.com/bfs/bangumi/image/13675ebd98b05b8d332f31dc3c9bb3a13afa6343.png@240w_321h.webp
超能陆战队动画系列 第1季,8.5,0.0万,5088追番,nan,https://i0.hdslb.com/bfs/bangumi/image/c2d15f1e639f886c58fc22e7332fdcd82d91fc67.jpg@240w_321h.webp
小羊肖恩 第六季,8.5,0.0万,5053追番,全20话,https://i0.hdslb.com/bfs/bangumi/image/4d66e8582defca95f00ca24a1f013fa9fb804a55.png@240w_321h.webp
至尊勇者,8.5,0.0万,5046追番,全50话,https://i0.hdslb.com/bfs/bangumi/cd6701329344bfc31b1cce33521f8a46727e91a2.jpg@240w_321h.webp
雾熊s,8.5,0.0万,5018追番,全13话,https://i0.hdslb.com/bfs/bangumi/185defbd61adfe3bd87f3234ef91b95d00521c15.jpg@240w_321h.webp
超电动机器人 铁人28号FX,8.5,0.0万,5015追番,全47话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
史努比秀 第二季 中文配音,8.5,0.0万,4938追番,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
芭比之电玩英雄 中文配音,8.5,0.0万,4983追番,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
黑衣警探 第三季 中文配音,8.5,0.0万,4930追番,全14话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
粉鲶小溪的电视台打工日记,8.5,0.0万,4930追番,全12话,https://i0.hdslb.com/bfs/bangumi/image/114834885180130c0b8c170860cfbda50ec61788.png@240w_321h.webp
大小姐搜查网,8.5,0.0万,4925追番,全1话,https://i0.hdslb.com/bfs/bangumi/a8e4a2937a66aa24f408572f8935cc92a2ab50c5.jpg@240w_321h.webp
小美人鱼 第二季 中文配音,8.5,0.0万,4918追番,全9话,https://i0.hdslb.com/bfs/bangumi/image/d103e2d281a18dab8deb3a144caec89f15b148bc.png@240w_321h.webp
麻衣的魔法和家庭日,8.5,0.0万,4904追番,全1话,https://i0.hdslb.com/bfs/bangumi/e07e7c7dcb3367d67432a313405ebecfb3f35427.jpg@240w_321h.webp
爱探险的朵拉 第一季,8.5,0.0万,4871追番,全25话,https://i0.hdslb.com/bfs/bangumi/image/03b8a3cb1785e57565fed8f1e9636265d5ed4b5b.png@240w_321h.webp
